name,description,0,1,2,3,4,5,6
台灣金屬創意館,台灣金屬創意館為第一座金屬造型觀光工廠，來這裡可讓大家看到並觸摸到金屬柔軟的一面，館區內充滿各種金屬的驚奇與創意，是一個極具觀光、休閒、知性與文化的好地方。台灣金屬創意館為志鋼金屬股份有限公司創立之品牌，志鋼金屬是由六位志同道合的的好朋友攜手創立，1995年成立之時，即專注於板金鋼鐵加工上，因而將公司命名為志鋼金屬，十多年來，六人同心協力使公司一路成長茁壯。2010年，本著創新、突破、品牌、回饋之思維，決議推動工廠觀光化，將製造業與服務業結合，打造全國第一座板金觀光工廠。2013年正式通過觀光工廠評鑑，成立台灣金屬創意文化館。志鋼金屬為專業板金製造廠，一貫化生產流程讓參觀者可在志鋼看到完整的流程，由雷射切割、自動沖孔機進行金屬板下料，再由電腦折床進行成形作業，接著由銲接部門已氬銲、CO2銲接或自動銲接系統進行銲接加工與研磨，之後由塗裝部門進行產品塗裝與印刷，最後由組立部門以手動或氣動工具進行產品組裝與包裝,1,0,0,0,0,1,0
加路蘭,加路蘭擁有一大片寬廣的草坪、休憩涼亭、解說站以及觀景台，不但提供了東海岸旅行的最佳休息站，這裡美麗的海岸景觀與獨樹一格的裝置藝術，成為熱門的拍照景點，旅人們可在海邊散步聽浪聲、吹海風，一邊迎著和煦陽光渡過悠閒時光，或是夜晚拜訪毫無光害的加路蘭，仰望浩瀚無垠的星空。來到加路蘭除了欣賞自然美景之外，區內也有不少由漂流木所組成的裝置藝術作品，其中有兩條魚矗立在海邊，取名為「我的好朋友」的裝置藝術作品，上面寫道：「歡迎過路的旅者，有一個輕鬆愉快的旅程！」其他還有「類窗櫺」、「日昇之舞」、「風車組」、「哭泣的露珠」等，連休憩涼亭中的裝飾也可見漂流木的蹤影，讓加路蘭成為最美的藝文海岸遊憩區。,0,0,0,0,1,1,0
都蘭,都蘭是東部海岸南段最大的部落，聳立東台灣的都蘭山，向來是部落族群景仰的「聖山」，不只是民俗、藝術與文化的精神象徵，同時也是遊客可以享受山林野趣的好去處！近來阿美族部落致力推動社區文化，使得歌謠舞蹈更顯精湛，手工藝品亦見創新精緻，而保有清新健康的阿美族風味美食，更是頗值一試。都蘭地區不只擁有縣定遺址「都蘭遺址」、海岸潮間帶及深具阿美族部落特色的生態，更有「水往上流奇觀」、電影「月光下 我記得」拍攝地-「月光小棧」、美麗的海灣「加母子灣」、紅糖文化藝術館「新東糖廠」，還有好山（都蘭聖山）、好水（太平洋）等景點，提供訪客充滿樂趣與驚奇的旅程！東管處沿著台11線興建幾座涼亭，使遊客能從不同角度瞭望都蘭灣之美，仲夏夜遊客在滿天星空下，享受都蘭灣美不勝收的景色！,0,0,0,0,1,1,0
阿美族民俗中心,阿美族民俗中心位於東管處都歷處本部旁，佔地約2公頃，園區中設有戶外表演廣場、可供2千人觀賞的戶外看台、射箭體驗區、阿美族傳統家屋等，並目前由Amis旮亙樂團做經營，讓遊客前來當神射手、DIY製作阿美族串珠、傳統樂器排笛，或是欣賞阿美族傳統歌舞表演，不僅成為體驗阿美族文化的好去處，也是親子景點遊樂的好地方。阿美族民俗中心在西元1995年（民國84年）11月興建完成，主要建築之祭屋及家屋，是依據日本民族學家千千岩助太郎在西元1943年（民國32年）於花蓮縣光復鄉調查的手繪圖，仿造花蓮縣太巴塱社的祭司住家搭建，走訪這裡，可看出阿美族特有的居住文化。除了逛逛特色建築，了解阿美族的建築之美以外，民俗中心還有部落文物展、手工藝品、特產展售、美食服務等，最後也不容錯過定時的免費展演，嘹亮的歌聲，搭配以阿美族特有的旮亙（竹鐘）、鼻笛等樂器演奏，重現了阿美族最原味的音樂，下次若有機會拜訪時，不妨等候一下，來欣賞Amis旮亙樂團的表演吧！,0,0,0,0,0,1,0
布農部落休閒農場,結合布農族傳統藝術與文化的布農部落休閒農場，廣大的園區被規劃成表演區域、體驗學習空間與藝品工作坊。射箭、皮雕DIY、餵魚或是聆聽布農族的八部合音，品嘗在地當令時節的美食，到編織工坊欣賞布農族的織布技藝，在部落民宿住一晚，讓前來的遊客深刻體驗布農族的文化和生活。來到布農部落，絕不容錯過園區中部落劇場的表演，每天規劃上午10:30、下午14:00這兩場次，沒有過多裝飾的舞台，讓人可以坐在原木雕刻的椅子上，欣賞布農族的八部合音、傳統祭儀或是原住民創作歌曲，寬闊極具穿透力的嗓音，十分震撼人心。位在部落劇場後方的特產中心，提供了在地居民自製的檜木精油、竹炭、手工皂、小米酒等，以及充滿原民風格的創作藝品，令人眼睛為之一亮。而園區中處處擺放粗獷木雕作品，不論是咖啡屋或餐廳，皆有濃厚的原民風情，喝杯咖啡、點上一份餐點，享受悠閒怡然的假期。,1,0,0,0,0,1,0
東華大學,東華大學西依巍峨的中央山脈，東臨連綿不絕的海岸山脈，諾大的校區擁有青青草地、歐式風格的建築與三座絕美的湖畔──小華湖、華湖及東湖，其中以東湖最富盛名，波光瀲灩的湖景搭配歐風建築和遠方蒼綠的山巒，宛若明信片上的風景，成為旅人或新人拍婚紗照的經典拍攝地，而遼闊的草地更是毛小孩追逐嬉戲的天堂。帶點花東獨特的悠閒步調，那湖光山色的風景，讓東華大學成為花蓮最美的校園，走在綠蔭遮蔽的步道中，不時可見莘莘學子結伴而行，搭配六月鳳凰花開的季節景致，構成一幅交織人文自然美景的畫作。當夜晚降臨時，屬於東華大學的隱藏版美景才正要上演，躺在草地上欣賞滿天浩瀚無垠的星空，可是學生專屬的獨特體驗呢！,0,0,1,1,0,1,0
瓊麻工業歷史展示區,離開後壁湖漁港，往龍鑾潭方向前進，往龍鑾潭南岸標誌的右轉，就可以看到瓊麻工業展示區的入口標誌。墾管處將瓊麻工廠留下來的機房、曬麻場、倉庫、宿舍及日本神舍-鳥居，規劃為展示區，在這裡可以完整認識瓊麻、製造過程與恆春瓊麻歷史的興衰。 原是台灣纖維株式會社在西元1913年所設置的「恆春麻場」是推動瓊麻種植及製繩的重要據點。光復後，由於麻繩成功外銷日本，而締造瓊麻工業的黃金時代。70年代因尼龍繩取代瓊麻地位，恆春麻場於1983年關廠，直到1995年墾丁國家公園管理處利用該場所留下的設備，規劃成為瓊麻工業歷史展示區，展示恆春瓊麻工業發展歷史，免費提供遊客參觀。,0,0,0,0,1,1,0
周大觀讀出希望中心,屏東大鵬灣，大家一定都有聽過這個地方，是台灣最大的囊狀潟湖，開車從東港方向開往鵬灣大橋林邊方向，沿路的右邊有一個純樸小小的漁村&mdash;就是南平！  這小小的漁村，右方有台灣海峽眺望小琉球，左邊是遼闊的大鵬灣潟湖。  當地居民，原來都是以大鵬灣周圍的養殖與捕撈維生，大鵬灣國家風景區成立後，大部分年輕人為謀生，都跟其他鄉下地方一樣，陸續外移到都會城市。  這是周大觀從小快樂閱讀的故鄉，為永續故鄉閱讀的快樂時光，我們創辦全球第一個走讀驛站&mdash;周大觀讀出希望中心，實踐：讀書、奉茶、義借單車、國際公益換宿。 誠邀大家永續捐贈書籍，讓更多偏鄉孩子、國際背包客，大家一起愛書、讀書、分享、交流。  大鵬灣新亮點&mdash;周大觀讀出希望中心，歡迎國內外各界人士走讀:品一杯愛心茶、讀一本心愛的書。也歡迎全球背包客，與書共眠，以書會友，閱讀交流，共成美好。 誠邀各界永續共襄盛舉：中英繪本、親子童書、心靈勵志、科普自然、哲學人文、生活教養等書送偏鄉。  歡迎全球背包客，親送該國5本繪本圖書&mdash;閱讀交流．公益換宿。  總之，大家不分彼此，愛書聯合國，大家每天讀書、讀心、讀世界。,0,0,0,1,0,1,0
戰爭和平紀念公園主題館,近半世紀的感動回憶 軍事迷必訪景點 戰爭和平紀念公園主題館就座落在戰爭和平紀念公園內，天氣晴朗時，還能遠眺大陸海岸線，相對於戰爭時代的緊張氣氛，更能與「戰爭和平」主題相異其趣。 2010年正式揭牌，開幕時，馬管處邀請當年曾在馬祖開鑿坑道的「北海真英雄」們回訪，特於館內播放「戰時回憶─馬祖老影片」。軍管時期，民眾無法持有相機，僅軍方能拍照與攝影，故此時的影像紀錄，顯得彌足珍貴，讓觀者能透過影片，回顧軍民真實生活，更揭開戰地政務下的神秘面紗。 主題館內以「感動‧回憶」為主題，分成：緣起、軍事沿革大事紀、軍用品展示區、軍民生態文化等展區，透過文字及影像，這些關於馬祖長達近半世紀軍管時期，軍方與民間共同走過的歲月，在主題館內歷歷重現，讓參觀遊客遙想當年戰地居民的蓽路藍縷。 如何前往戰爭和平紀念公園主題館 沿著北竿機場旁的塘后道沙灘，往后澳村方向前行，順著指標上山，在進入園區的山路前，有一座紅綠燈，指引著在地居民往返這條山路，為安全起見，一定要等到綠燈再往上直行，以免中途有車下來，這可是北竿唯一的紅綠燈呢。,0,1,0,0,0,1,0
民俗文物館,乘載馬祖數百年演繹歷史 來到馬祖，想要瞭解馬祖歷史、體驗馬祖文化、對馬祖有個通盤的認識，走一趟民俗文物館準沒錯！2002年重新整建的馬祖民俗文物館，為一座地下一樓、地上四樓之建築，不僅建築物外觀頗具閩東特色，還有老酒罈、小窗、美人靠裝飾期間，雅致風情展現了閩東美學的精華；館內收藏許多馬祖先民的生活器物，各層主題不同，從歷史起源、地形地貌、常民生活、語言文化、風俗建築，把馬祖的點點滴滴紀錄得鉅細靡遺。 進入館內，一樓播放著馬祖軍管時期紀錄片，可以知道當時軍民生活概況，也設有展示區，展出馬祖近年考古成就，以及展示馬祖的地理位置；二樓陳列馬祖傳統建築、產業面向，三樓則是與宗教信仰、戲曲民樂、工藝品等相關之各種禮俗意涵；再往上走，則是公共展覽空間，常有藝術作品在此特展區展出。在造訪馬祖各個小島之餘，不妨也安排時間參訪民俗文物館，相信會有不虛此行的收穫。,0,1,0,0,0,1,0
