name,description,0,1,2,3,4,5
長虹橋,長虹橋優雅的拱形橋身橫跨在秀姑巒溪出海口處兩岸，在山海交際之處形成一道美麗的虹影，成為東海岸的著名拍照地標，而這裡也是泛舟的終點站，一艘艘疲倦又滿足的泛舟筏在這裡靠岸。沿著步道在溪畔漫步，水鳥輕巧的在河床邊覓食，自行車來來往往，兩旁的植物隨季節變換風景，若是累了，不妨到附近的新太平洋1號店稍作休息，喝杯下午茶，度過悠閒的時光。出海口的奚卜蘭島，又稱作獅球嶼，綠意蒼蒼的小島是當地海岸阿美族的聖地，也是火山集塊岩構成的島嶼，由於溪流阻隔，保有相當天然的生態相貌，在河口覓食的鳥類、洄游魚類和蝦蟹都會在此聚集，是做生態觀察的好地點。,0,1,0,0,0,0
北回歸線,台灣一共有三個北回歸線標，分別在嘉義水上鄉、花蓮舞鶴台地、豐濱鄉，而這座北回歸線標碑位於台11線70.5公里處。潔白的地標坐擁海岸山脈與太平洋的美景，常常吸引了許多遊客來此拍照、休憩，但是你知道為什麼這座北回歸線標碑中間會有一條細縫嗎？北回歸線就是指北緯23.5&deg;，象徵著熱帶以及亞熱帶的分界點，最明顯的就是台灣北回歸線以南主要種植的作物，為熱帶的鳳梨以及釋迦，以北主要的作物就是溫帶作物茶以及水稻，而夏至中午時陽光會正好射入北回歸線標的縫中，此刻，塔旁的遊客即可體驗太陽下無影子的奇觀！所以經過除了來此拍照做個紀念，也可以閱讀解說牌了解四季的奧妙！,0,1,0,0,0,0
金樽,金樽可俯瞰海岸全景，包含金樽漁港、白沙灣海灘以及附近的山澗峽谷，讓秀麗的景色完全盡收眼底，而這裡以臺灣唯一正在形成的陸連島聞名，看似酒杯形狀的海灣，故取名為「金樽」，又因為形狀像船錨，也被稱為「錨島」或「錨狀礁」。金樽擁有綿延達3公里長的純淨又迷人的沙灘，旅人可至觀景休憩區觀海景、聽浪聲，近距離感受潔白浪花拍打岸邊的旖旎風情，或是在冬天約11-12月份時，來金樽漁港欣賞國際衝浪公開賽選手們駕馭海浪的英姿！遊玩金樽柔細的沙灘後，可回到觀景休憩區旁的咖啡店，喝上一杯香濃的麥飯石咖啡，十足愜意，也是人生一大享受。,0,1,0,0,0,0
加路蘭,加路蘭擁有一大片寬廣的草坪、休憩涼亭、解說站以及觀景台，不但提供了東海岸旅行的最佳休息站，這裡美麗的海岸景觀與獨樹一格的裝置藝術，成為熱門的拍照景點，旅人們可在海邊散步聽浪聲、吹海風，一邊迎著和煦陽光渡過悠閒時光，或是夜晚拜訪毫無光害的加路蘭，仰望浩瀚無垠的星空。來到加路蘭除了欣賞自然美景之外，區內也有不少由漂流木所組成的裝置藝術作品，其中有兩條魚矗立在海邊，取名為「我的好朋友」的裝置藝術作品，上面寫道：「歡迎過路的旅者，有一個輕鬆愉快的旅程！」其他還有「類窗櫺」、「日昇之舞」、「風車組」、「哭泣的露珠」等，連休憩涼亭中的裝飾也可見漂流木的蹤影，讓加路蘭成為最美的藝文海岸遊憩區。,1,1,0,1,0,0
都蘭,都蘭是東部海岸南段最大的部落，聳立東台灣的都蘭山，向來是部落族群景仰的「聖山」，不只是民俗、藝術與文化的精神象徵，同時也是遊客可以享受山林野趣的好去處！近來阿美族部落致力推動社區文化，使得歌謠舞蹈更顯精湛，手工藝品亦見創新精緻，而保有清新健康的阿美族風味美食，更是頗值一試。都蘭地區不只擁有縣定遺址「都蘭遺址」、海岸潮間帶及深具阿美族部落特色的生態，更有「水往上流奇觀」、電影「月光下 我記得」拍攝地-「月光小棧」、美麗的海灣「加母子灣」、紅糖文化藝術館「新東糖廠」，還有好山（都蘭聖山）、好水（太平洋）等景點，提供訪客充滿樂趣與驚奇的旅程！東管處沿著台11線興建幾座涼亭，使遊客能從不同角度瞭望都蘭灣之美，仲夏夜遊客在滿天星空下，享受都蘭灣美不勝收的景色！,0,1,0,1,0,0
成功新港漁港,成功新港漁港是東海岸地區最大的漁港，漁港面臨太平洋，是黑潮暖流經過的海域，鬼頭刀、旗魚、鰹魚等豐富的海洋資源，造就了成功獨特的鏢旗魚技藝，以及漁業文化的蓬勃發展。當每年10月吹起東北季風時，正是旗魚的盛產季節，漁民鏢旗魚的獨到技藝，讓旗魚肉質保留了鮮Q的口感，深受各地老饕的喜愛，紛紛來成功飽啖美味的旗魚大餐！黑潮暖流經過的成功，也是賞鯨的好地方！搭乘賞鯨船乘風破浪，遙望美麗的東海岸島嶼之餘，還有機會欣賞到海豚成群在海中跳躍，那美麗的時刻總是令人難以忘懷。除了賞鯨、冬天大啖旗魚之外，成功鎮上還有各種特色小吃、伴手禮，多汁的鬼頭刀魚排、綿密的成功豆花、用當地食材製作的手工餅等等，都是來成功不可錯過的美食喔！,0,1,0,0,0,0
紫坪,紫坪位在綠島最南方，緊鄰「綠島露營區」。從露營區旁的步道，可通往海岸邊的潟湖「紫坪」。「紫坪」是一處由珊瑚礁構成的潮池，也是綠島著名的潟湖所在地，有全綠島最完整的潟湖地形以及珊瑚礁植群，更有茂盛的植物水芫花和珍貴的陸寄居蟹。外海儘管浪濤洶湧，內湖依然波平如鏡，宛若沉睡的湖水，清淺的躺在外珊瑚礁岩與內珊瑚貝砂灘間；水芫花灌叢身影倒映於平靜無波的水面上，潔白柔細的白砂鋪陳水底。熱帶海岸旖旎風情，盡在不言中。,0,1,0,0,0,0
帆船鼻大草原,由朝日溫泉售票口旁邊的小徑走進去，沿步道而上，就來到有「綠島地毯」之稱的帆船鼻草原。帆船鼻位於綠島東南角，平坦的海岬台地上綠草如茵，與四周的藍天碧海，構成看不到綠意與藍色盡頭的極佳的景緻，草原邊緣懸崖可以俯視朝日溫泉與海參坪，也是綠島居高臨下欣賞日出、月昇，沐浴海風的最佳景點之一。從帆船鼻往北眺望，遠處海參坪一帶的海崖及嵯峨奇岩，矗立海岸；近處能夠居高臨下俯視朝日溫泉的溫泉池及新穎的建築設施；往西為白沙灣的大片珊瑚裙礁，天氣晴朗時，南方海天交接處可見到蘭嶼，也是綠島極佳的日出賞景點，美妙景致讓人留連忘返。,0,1,0,0,0,0
哈巴狗與睡美人岩,海參坪位於綠島東部海岸之中段的海灣，由於礁岸地形以及海水沖蝕作用，因此奇岩密佈、風景秀麗，吸引不少旅人前來探訪，走上有「小長城」之稱的步道，到觀海亭看著潔白的海浪沖刷著珊瑚裙礁月形海灣，或是眺望睡美人岩與哈巴狗岩，由綠地、沙灘、海灣、藍海組成的美景，讓人難以將目光移開，不斷讚嘆大自然的巧手，並留下片片美好的回憶。小長城步道長度：400公尺步行時間：來回約20分鐘小長城步道建在海參坪北側山坡上，沿著山稜蜿蜒而上的石階步道，遠看有如縮小版的萬里長城，走在這步道上，環顧四週美景，令人心曠神怡。而在海參坪的南方的海崖下，有一個獨立的海蝕柱，遠遠望去像是孔老夫子正面壁思過，因此名為「孔子岩」。,0,1,1,0,0,0
牛頭山、樓門岩,綠島東北方海岬的牛頭山是綠島地標，牠靜靜地趴臥在東北岬，守望著綠島以及每位到來的旅客。從南寮漁港往北走，沿途經過綠島遊客中心、柴口、綠洲山莊等景點，就可抵達牛頭山。牛頭山三面環海，山頂是一大片碧草如茵的大草原，最適合賞海、觀汐，賞夕照的地方；牛頭山的夕照也是綠島絕佳的景色之一，有別於朝日溫泉與綠島燈塔平地觀賞夕陽的景色，從高處俯瞰牛頭山的夕照，欣賞著夕陽緩緩落到另一端的中央山脈，進而消失不見，感受不同的蕭瑟美感。牛頭山可遙望樓門岩，樓門岩位於綠島東北角海岸外約300公尺處，是一連串突出海面小珊瑚礁岩塊群，而其中最高大一塊經過海浪擊打侵蝕，中央地方貫穿成圓洞，由綠島遠遠望去，像拱門一樣，因此被稱為「樓門岩」，是綠島最具代表性的海蝕洞穴；動力船可以從中駛過，抬頭欣賞震撼人心的海蝕洞，或是俯瞰變化多端的海底地型，與海浪拍打礁岩的夏日美景。,0,1,0,0,0,0
