name,description,0,1,2,3,4,5
加路蘭,加路蘭擁有一大片寬廣的草坪、休憩涼亭、解說站以及觀景台，不但提供了東海岸旅行的最佳休息站，這裡美麗的海岸景觀與獨樹一格的裝置藝術，成為熱門的拍照景點，旅人們可在海邊散步聽浪聲、吹海風，一邊迎著和煦陽光渡過悠閒時光，或是夜晚拜訪毫無光害的加路蘭，仰望浩瀚無垠的星空。來到加路蘭除了欣賞自然美景之外，區內也有不少由漂流木所組成的裝置藝術作品，其中有兩條魚矗立在海邊，取名為「我的好朋友」的裝置藝術作品，上面寫道：「歡迎過路的旅者，有一個輕鬆愉快的旅程！」其他還有「類窗櫺」、「日昇之舞」、「風車組」、「哭泣的露珠」等，連休憩涼亭中的裝飾也可見漂流木的蹤影，讓加路蘭成為最美的藝文海岸遊憩區。,1,1,0,1,0,0
美山驛站,東海岸沿線因為風景秀麗，是許多單車族的最愛。「驛站」的設置，便是為了服務廣大的單車愛好者，於東海岸沿線提供補給、休憩、餐飲、單車維修等複合式場所。美山驛站與台東縣成功鎮農會展售中心位於同一處，驛站兩側依山傍海處，每年春季有成功鎮農會舉辦之成功花海，美麗的各色花朵搭配創意的漂流木裝置藝術，讓行經東海岸的遊客們又多一處賞玩的景點。同時，美山驛站設有三層樓高之觀景涼亭，從涼亭上可眺望不同角度之三仙台景觀，是欣賞東海岸景觀絕佳的私房景點之一。,1,1,0,0,0,0
成功海濱公園,成功濱海公園鄰近三仙台，位於成功新港漁港的東北方，是當地居民散步、騎單車的好地方，也是單車族騎車遊東海岸休息的中繼站。成功濱海公園串聯了三仙台、新港漁港、成功海洋環境教室、台東海洋夢想館與比西里岸等景點，並結合賞鯨、環境教育、生態及部落深度導覽、自行車運動、迎曙光、草地音樂會等多樣遊憩活動。成功濱海公園全區打造無障礙友善旅遊環境，讓旅人可以悠閒騎著單車，一路暢遊東海岸，累了，就到這兒休息，眺望三仙台的美麗海景。,1,1,0,0,0,0
望安綠蠵龜觀光保育中心,潭門港旁不遠處，一座似海龜造型的建築，矗立於望安嶼的東南方。進入館內，望安自然生態盡收眼底，候鳥、保育生物紛紛登場，當然少不了最重要的「綠蠵龜」，除了龜種的特徵辨別及分布環境，海龜與民間祈福活動「上元乞龜」，均為館內耐人尋味的展示內容。值得注意的是佇立於展示廳入口的「好善堂」石碑，碑文記載著130年前望安地區士紳為保護海龜、耕牛而募款，立碑明文以津貼獎勵居民矜憐生命、同時報請官府准以違者重罰，以示恩威並重。現在此碑文已成為早期先民對於海龜生態保育的重要見證。進入綠蠵龜觀光保育中心，首先映入眼簾的是展示大廳，右邊為視聽簡報室，每天上午10點至下午4點整點播放綠蠵龜生態影片，另10人以上團體可預約導覽解說服務，讓學習與參觀成為一種知性趣味的行程海龜相關訊息介紹：海洋保育署友善賞龜專區,1,1,0,0,0,0
山里車站與山里教堂,宛如與世隔絕的小小車站，坐落在三、四十幾戶的山里部落中，鮮少有人知道的山里車站，每天看著對號列車呼嘯而過，在作家劉克襄的筆下是一座「傳說中，到不了的車站」。孤寂而寧靜的山里車站，四周錯落幾處農田，在鐵路電氣化後依然服務每日為數不多的旅客，車站中的島式月台仍保持在東線鐵路拓建以前的風格，靜謐純樸的氛圍，加上作家的文章，深深吸引不少旅客與鐵道迷前往探訪這一座美麗的小車站。而在山裡車站附近的山里教堂，斑駁白色石牆的外觀，屋頂插著帶有滄桑感的紅色十字架，刻畫出歲月流淌的痕跡，如此小小一座教堂卻是當地的信仰中心，隨著山里車站爆紅，矗立在部落中的山里教堂，也變成遊客爭相拍照的景點，為安靜的山里部落帶來幾分熱鬧活潑的氣息。,1,0,1,0,0,0
大農大富平地森林園區,大農大富平地森林園區為臺灣首座平地森林園區，擁有豐富的自然生態，春天賞花、夏季賞螢與賞鳥、秋冬賞楓，一年四季皆有不同風采。園區內設有北環、南環自行車道，讓人能夠邊騎單車邊吸收芬多精，幸運時還可以看見環頸雉出來覓食，聽著蟲鳴鳥叫，愜意騎車享受森林浴。被中央山脈與海岸山脈包圍的大農大富平地森林園區，視野十分遼闊，在春天時可以欣賞服務中心前繽紛多彩的花海，而廣闊的草原上放著極具巧思的裝置藝術，總是抓住旅客的目光，成為熱門拍照點。一到3、4月時，夜晚的草叢中開始有點點螢光紛飛，螢火蟲的數量多到宛若一條會移動的銀河，讓人捨不得移開目光，專心聆聽導覽員的講解，來一趟豐富的生態之旅。每到秋冬之際，南環自行車道兩旁的杜英、楓香、青楓等，逐漸由綠轉黃再變紅，不禁吸引許多人前來賞楓拍照。在南還自行車道上騎單車，傾聽楓葉沙沙聲響，抬頭欣賞絢麗的楓林，是來大農大富才能感受屬於秋冬浪漫的氣息。,1,1,1,0,0,0
東里車站與東里鐵馬驛站,每天平均約20人進出的東里車站，看似不起眼，卻被譽為「山線最美的車站」，一走進月台便被眼前的美景所吸引，整片無邊無際的綠色稻田映在眼前，小小的東里車站被圍繞在田野間，壯觀令人驚呼不已的田園景緻，深深吸引不少遊客前來探訪。東里鐵馬驛站前身為舊東里車站，也是玉富自行車道北上的起點，兩旁無垠的阡陌景致，是許多自行車友必拜訪站點之一，而東里鐵馬驛站中仍保留早期月台的風貌，舊時的復古情懷，加上花東縱谷的招牌景色，讓人能夠邊騎自行車邊欣賞田園美景。當太陽升起，陽光灑落在稻田上，翠綠的秧苗隨風搖曳，一波波綠色稻浪映入眼簾，再隨著季節變化，稻田由綠轉黃，空氣間瀰漫著稻香，騎著單車經過兩旁隨風搖擺的金色稻浪，細細感受東里車站與東里鐵馬驛站的靜謐與稻田的絕美風景。,1,1,1,0,0,0
玉富自行車道,長約10公里的玉富自行車道，為「亞洲唯一‧世界唯二」橫跨兩個板塊的自行車道，起點從玉里到富里的東里鐵馬驛站，沿途視野十分遼闊，兩旁伴隨著無垠的阡陌景觀，騎在舊鐵道改建的車道上，經過橫跨歐亞大陸板塊與菲律賓海板塊的秀姑巒大橋，享受腳跨兩個板塊的驚奇感！玉富自行車道前身為從玉里到富里的舊東線鐵道，因受到歐亞大陸板塊與菲律賓海板塊擠壓的緣故，每年約長高2-3公分，因此2007年臺鐵改線之後，這條舊鐵道改建為玉富自行車道，成為獨一無二會長高的自行車道。坡度平緩、景色宜人的玉富自行車道，不僅適合親子出遊騎鐵馬，也是在地人運動的好地方，讓人欣賞隨著四季變化而有所不同田園的景觀。玉富自行車道路線圖,1,0,0,0,0,0
武陵綠色隧道,武陵綠色隧道位在台九線武陵段，全長約4.5公里。沿路兩旁的樟樹、小葉欖仁和木麻黃林蔭遮蔽，偶爾抬頭可見天空有著繽紛的飛行傘翱翔，是相當迷人的綠色隧道，每逢雙數的週六便會舉辦2626市集，成為許多人前往拜訪、逛市集的好地方。來到武陵綠色隧道，看著陽光灑落樹葉間，徐徐涼風吹拂，再加上來往的車輛少，最適合躺在林蔭遮蔽的馬路上或騎鐵馬，感受有別於都市忙碌生活的慢步調。除此之外，道路兩旁有著許多特色店家，而在雙數的週六下午2點到晚上6點舉辦的2626市集，販售各種農特產、小點或文創手作品，時常吸引旅客目光，是武陵綠色隧道最有特色的活動。,1,0,0,0,0,0
東華大學,東華大學西依巍峨的中央山脈，東臨連綿不絕的海岸山脈，諾大的校區擁有青青草地、歐式風格的建築與三座絕美的湖畔──小華湖、華湖及東湖，其中以東湖最富盛名，波光瀲灩的湖景搭配歐風建築和遠方蒼綠的山巒，宛若明信片上的風景，成為旅人或新人拍婚紗照的經典拍攝地，而遼闊的草地更是毛小孩追逐嬉戲的天堂。帶點花東獨特的悠閒步調，那湖光山色的風景，讓東華大學成為花蓮最美的校園，走在綠蔭遮蔽的步道中，不時可見莘莘學子結伴而行，搭配六月鳳凰花開的季節景致，構成一幅交織人文自然美景的畫作。當夜晚降臨時，屬於東華大學的隱藏版美景才正要上演，躺在草地上欣賞滿天浩瀚無垠的星空，可是學生專屬的獨特體驗呢！,1,0,1,0,0,0
