name,description,0,1,2,3,4,5
樟原,「樟原」位在台東縣東海岸最北端，東濱太平洋、西倚東海岸山脈、南鄰八仙洞、北承長虹橋，依山傍水，風景秀麗。當地居民以阿美族群居多，多數以務農、雜工、捕魚為業；民風純樸，生活勤儉。樟原村最具特色地標為「樟原基督教長老教會」，是阿美族樟原部落學習諾亞造方舟的精神，居民主動奉獻集資，並以義賣、賣野菜、抓青蛙等方式，自行設計興建完成一所教會，此建築物被譽為台灣最美之「諾亞方舟」造型教堂；建築體兩側有圍矮牆環繞，猶如船隻駛進樟原港口正要靠岸，守護著當地居民；外牆鮮明的紅磚部落圖騰，象徵在地部落原鄉精神永為流傳。另外，在樟原村南端的「樟原橋」，共有老、中、新三座橋，平行排列橫跨在水母丁溪上，因為地勢高低不一，形成特殊的景觀，交通部觀光局東部海岸國家風景區管理處也在此設置「樟原橋休息區」，遊客佇足在新橋上，欣賞卵石砌成的舊橋，圓拱型橋身橫跨著溪谷，展現古樸風情的自然景觀。,1,0,0,0,0,0
天台山,海拔53公尺的天台山岡丘草原帶為望安島之最高峰，附近是澎湖著名文石產地，山四周草原平坦，偶有牛羊漫步，美景自然天成。天台山已成為眺望望安本島和對岸花嶼最佳的景點。天台山岩層主要為微輝長斑岩塊，其節理成片狀。西側海崖下有壯觀的玄武岩景觀，依循步道下至西邊海岸，可發現一處高達30公尺海蝕洞奇景，微輝長斑岩的節理之美與虎井、桶盤兩島之柱狀玄武岩景觀不同，天台山片狀交錯的節理形成美麗的「石花」。,1,0,0,0,1,0
鳳凰山莊(賽斯村),環境清幽的鳳凰山莊(賽斯村)，位在客家庄鳳林鎮西側鳳林溪上游地區，擁有露營區、烤肉場等設施，並也提供旅人住宿、購物、享用餐點，週邊青山環抱、溪水潺潺，臨近鳳凰瀑布與鳳林溪，十分適合來一趟自然生態旅遊。鳳凰山莊原本是鳳林地區的水源地，水質清澈甘甜，並擁有原始的自然風貌，伴著鳳林溪潺潺流水，跟著標示往山邊前進，可以看見秀麗的鳳凰瀑布，猶如一條銀絲帶般懸掛於10公尺高的山壁上，空氣間瀰漫著負離子，清淺的水潭冰涼透徹，是一處極富野趣的遊憩勝地，因此鳳林鎮公所早年將此區規劃為鳳凰瀑布風景區，為炎炎夏日帶來一絲沁涼。在花東縱谷國家風景區成立後，便將此地規劃為發展自然生態旅遊與心靈探索的遊憩區，利用鳳凰山莊原有的建築，增設露營區、烤肉場及其他相關設施，而賽斯村每月都有規劃各種的心靈探索活動，希望為造訪花東縱谷的旅人，提供另一種不同風格與型態的活動選擇。,1,0,0,0,0,0
瑞穗泛舟服務中心,說到花東地區的水域活動，最具知名度也最刺激的非「秀姑巒溪泛舟」莫屬了。在民國70年代，秀姑巒溪就已成為國內泛舟活動的首選之地。每到夏天泛舟旺季，從瑞穗大橋至長虹橋，全程24公里的泛舟河段上，只見一艘艘紅艷艷的橡皮艇將整段河道妝點得綺麗動人。20多處難度不一的激流與險灘，帶給泛舟遊客充滿驚險與刺激的難忘旅遊經驗，而秀姑巒溪沿途的峽谷與奇岩等自然美景，無不烙印在泛舟客的心頭，久久難以忘懷。沿著溪畔繞山而行的瑞港公路上，更有數不清的廂型車，來回穿梭於兩地之間接駁載客。東海岸國家風景區管理處在瑞穗大橋南側的秀姑巒溪畔，設立了瑞穗泛舟服務中心。在這棟仿原住民傳統建築外觀的服務中心裡，除了介紹秀姑巒溪泛舟河段的生態資源、提供遊客泛舟相關資訊、播放泛舟安全影片之外，還附設有露營區。在泛舟活動季節裡，為遊客提供最完善的服務。,1,0,0,0,0,0
羅山遊憩區,羅山遊憩區以泥火山景觀、手工豆腐、羅山瀑布聞名，來到羅山遊憩區，不僅可以親自體驗用泥火山的滷水來製作豆腐，還能到附近的羅山大魚池眺望羅山瀑布，沿著步道走則可欣賞泥火山的奇觀與特有的濱海植物，感受大自然的奧妙。羅山瀑布為海岸山脈斷層地形所形成的一個瀑布，高約120公尺，分上下兩層，水量豐沛，氣勢驚人。從遠方眺望可看見羅山瀑布猶如一道細細的銀鍊，懸掛在青翠的山壁之間，再向西眺望花東縱谷平原，羅山有機村純樸的田園風光更是一覽無遺。在羅山瀑布附近的泥火山，當地人稱為「鹽坪」，噴出來的泥漿不但含有瓦斯，同時也帶有鹹味。因此羅山村的居民們，很早就知道收集從泥火山噴出來的瓦斯做為燒水煮飯的燃料，也利用泥火山的滷水製作手工豆腐，做出來的豆腐口感綿密、紮實，成為來羅山必品嘗的一道美食。,1,0,0,0,0,0
霧鹿峽谷,"大S型的峽谷，色彩斑斕的岩壁，蜿蜒清澈的霧鹿溪湍急而下，雄偉壯闊的峽谷景觀媲美太魯閣國家公園，這裡就是南橫八景之一的霧鹿峽谷。陡峭的峽谷景致，深深吸引國外內的山林愛好者前來尋幽訪勝，走在天龍吊橋上觀賞氣勢磅礡的霧鹿峽谷，或是到霧鹿砲台了解抗日歷史，再去六口溫泉泡腳、碧山溫泉泡湯，感受山林間寧靜悠遠的氛圍。走在南橫公路上經過霧鹿峽谷時，不時可見下方溪谷岩縫中，噴出氤氳裊裊的水蒸氣，滾燙的溫泉從山壁夾縫中湧出，泉水中的礦物質在峭壁上留下黃、棕、黑、墨綠等多種色彩的水紋，猶如一幅幅渾然天成的壁畫，令人驚艷萬分。如此豐富的溫泉資源，讓人可在霧鹿峽谷中溯溪挑戰泡野溪溫泉，或者到旅館泡湯，享受冬日泡湯的樂趣。橫跨霧鹿溪的天龍吊橋，全長110公尺，寬度不到1.5公尺，連接峽谷兩側的崖壁。天龍吊橋曾是日治時期開闢的「關山越嶺古道」，從南橫公路上步行過了天龍吊橋後，沿著當地人整建出來的古道，進行一趟健行之旅。古道全長約1,089公尺，再接上南橫公路，那裡是俯看霧鹿峽谷絕佳視野的好地方。",1,0,0,0,0,0
山里車站與山里教堂,宛如與世隔絕的小小車站，坐落在三、四十幾戶的山里部落中，鮮少有人知道的山里車站，每天看著對號列車呼嘯而過，在作家劉克襄的筆下是一座「傳說中，到不了的車站」。孤寂而寧靜的山里車站，四周錯落幾處農田，在鐵路電氣化後依然服務每日為數不多的旅客，車站中的島式月台仍保持在東線鐵路拓建以前的風格，靜謐純樸的氛圍，加上作家的文章，深深吸引不少旅客與鐵道迷前往探訪這一座美麗的小車站。而在山裡車站附近的山里教堂，斑駁白色石牆的外觀，屋頂插著帶有滄桑感的紅色十字架，刻畫出歲月流淌的痕跡，如此小小一座教堂卻是當地的信仰中心，隨著山里車站爆紅，矗立在部落中的山里教堂，也變成遊客爭相拍照的景點，為安靜的山里部落帶來幾分熱鬧活潑的氣息。,1,0,0,0,0,1
鈺展苗圃（落羽松秘境）,經過網路瘋傳爆紅後的鈺展苗圃落羽松林，絕美程度不輸給雲山水，一到賞落羽松的季節時，整片金黃的落羽松林或是冬季落葉前的橘紅的景致，總是吸引大批人潮前來朝聖，欣賞猶如北國夢幻般的風景。每逢秋冬之際，鈺展苗圃的落羽松從翠綠漸漸轉黃，一大片金黃燦爛樹林倒映在波光粼粼的水中，與水裡優游的錦鯉相互輝映，為這番酷似北國風情的美景，增添幾分活潑的氣息。坐在水畔旁喝杯下午茶，欣賞這番如仙境般的落羽松林，或是餵食錦鯉與拿牧草餵牛，都能讓人度過愜意的午後，臨走前記得把垃圾隨手帶走，讓美景繼續留給其他人欣賞。,1,0,0,0,0,0
雲山水植物農場,自從黑松汽水來這拍攝廣告後一炮而紅的雲山水，有著絕美宛如歐洲明信片上的風景，翠綠的落羽松林倒映在水中，隨著陽光灑落而呈現夢幻的光影變化，加上附近充滿童趣、像城堡般的民宿，讓人彷彿置身於國外，在一旁遼闊廣大的青青草地，更是能讓小朋友盡情奔跑，享受快樂的親子時光。到了春分時刻，栽種於夢幻湖畔的鳶尾花紛紛綻放，柔和的紫色花朵隨風在水岸旁蕩漾；秋分時節，走在小水壩上的石磚步道，聽著潺潺流水聲，欣賞眼前由綠轉黃而變得繽紛多彩的落羽松林，讓人情不自禁地沉浸在這水中森林的風景中。若是想要隨時隨地欣賞雲山水的美景，不妨來此居住一晚，看著清晨雲煙繚繞的山巒與湖畔相互輝映，或是正午艷陽高照為落羽松林鍍上一層層金光，享受雲山水獨有的歐洲風情。貼心小提醒：凡進入雲山水園區皆會收取入園費喔！,1,0,0,0,0,0
興泉圳風鈴木,每當黃花風鈴木的花季來臨時，各地紛紛出現追花狂熱，而位在光復、瑞穗交界處的興泉圳正是賞黃花風鈴木的熱門景點。長達近300公尺的黃花風鈴木花道，在3月盛開金黃色的花朵，與遠方的青山相互襯托，從潺潺流水的水圳中，看見金黃燦爛的倒影，更是美的像一幅油畫，成為近期IG、FB打卡的新興景點。來自富源蝴蝶谷的興泉圳，興建於清朝光緒年間，有著悠久的百年歷史，後續由台糖接手並在水圳兩旁種植風鈴木，每逢3月花開時節，這裡形成漫漫黃金河道，盛開的黃色花朵，倒映在一旁的水田中，吸引不少遊客來此賞花，倘佯在這美好的景色中。重要提醒：因該景點鄰近學校，交通工具勿隨意停放或停放鄰近學校(如富源國中)，並請一起維持交通的順暢喔！由於水圳周遭都是農田和叢林，賞花時須走在田埂上，一不小心可能會滑倒，建議穿防滑鞋或不怕髒的防水鞋，賞完花可沖洗乾淨。除要留意別跌進水圳，也請垃圾不落地，維護環境清潔。,1,1,0,0,0,0
